customer_id,name,dob,onboarding_date,kyc_status,kyc_expiry_date,risk_flag,segment
CUST100041,Fred Smith,1975-03-16,2017-08-29 19:22:14.079234,pending,2019-10-23 19:22:14.079234,none,retail
CUST100042,Sherry Decker,1987-05-30,2026-03-19 20:04:55.641200,verified,2028-03-06 20:04:55.641200,none,premium
CUST100043,Anthony Humphrey,1999-08-16,2017-09-18 06:06:57.208583,verified,2019-06-05 06:06:57.208583,none,premium
CUST100044,Angelica Tucker,1987-04-30,2020-04-04 01:16:59.181630,pending,2021-02-13 01:16:59.181630,none,retail
CUST100045,Philip Cannon,1969-03-15,2022-09-12 09:52:10.116323,verified,2022-06-27 09:52:10.116323,none,retail
CUST100046,John Pierce,1944-11-27,2025-01-04 06:47:55.544594,verified,2025-09-08 06:47:55.544594,none,premium
CUST100047,Shane Henderson,2003-09-25,2018-01-27 22:24:31.952336,verified,2017-08-04 22:24:31.952336,none,retail
CUST100048,Joshua Blair,1976-04-01,2018-01-18 21:10:06.146908,verified,2017-11-14 21:10:06.146908,none,corporate
CUST100049,Eric Carney,1986-06-08,2022-12-01 22:50:33.523351,verified,2023-04-11 22:50:33.523351,none,premium
CUST100050,Jessica Holmes,1972-11-19,2019-07-26 05:34:44.686131,verified,2021-02-08 05:34:44.686131,none,retail
CUST100051,Danny Morgan,2004-09-03,2023-01-29 18:54:56.334411,verified,2024-11-26 18:54:56.334411,none,retail
CUST100052,Crystal Robinson,1974-09-13,2024-11-02 07:23:40.487124,verified,2026-02-26 07:23:40.487124,none,premium
CUST100053,Mark Perez,2007-09-14,2017-05-29 12:00:42.732883,verified,2017-08-20 12:00:42.732883,none,retail
CUST100054,Shannon Jones,1973-03-13,2025-01-28 13:25:02.361576,verified,2026-09-08 13:25:02.361576,none,sme
CUST100055,Michael Lewis,1997-01-26,2017-01-06 03:34:30.605148,verified,2019-06-21 03:34:30.605148,none,retail
CUST100056,Timothy Duncan,2003-03-23,2025-08-14 19:36:07.210271,verified,2027-01-17 19:36:07.210271,none,retail
CUST100057,Richard Aguirre,1980-10-31,2026-05-22 00:44:03.727552,verified,2028-02-18 00:44:03.727552,none,retail
CUST100058,Brent Jordan,1997-01-09,2023-04-23 13:03:24.518540,verified,2025-05-24 13:03:24.518540,none,premium
CUST100059,John Daniel,2005-02-27,2026-06-22 13:08:33.308847,verified,2028-01-30 13:08:33.308847,none,corporate
CUST100060,Victoria Garcia,2002-11-28,2024-11-07 10:45:27.238517,verified,2026-12-12 10:45:27.238517,none,sme
CUST100061,Gerald Hensley,2008-02-24,2017-01-30 21:21:10.942988,verified,2017-06-04 21:21:10.942988,none,retail
CUST100062,Connor West,1968-07-25,2016-09-04 21:44:50.098111,verified,2017-01-20 21:44:50.098111,none,sme
CUST100063,Donald Wright,1959-02-06,2016-11-05 21:26:54.634720,verified,2016-10-27 21:26:54.634720,none,retail
CUST100064,Jessica Callahan,1974-05-17,2021-02-26 00:12:14.118839,verified,2021-02-26 00:12:14.118839,none,premium
CUST100065,Amber Kidd,1952-01-27,2022-11-13 17:21:19.984466,verified,2023-12-26 17:21:19.984466,none,sme
CUST100066,Tracy House,1954-04-15,2021-06-13 21:22:34.841357,verified,2023-09-10 21:22:34.841357,none,retail
CUST100067,Carol Tucker,1973-12-15,2023-05-28 20:21:55.488730,verified,2023-07-10 20:21:55.488730,none,corporate
CUST100068,James Brown,1997-09-24,2021-02-17 14:24:01.026250,verified,2022-09-24 14:24:01.026250,none,retail
CUST100069,William Baker,1985-05-15,2017-01-24 07:34:03.436303,verified,2016-10-01 07:34:03.436303,none,retail
CUST100070,Jordan Henderson,2000-10-25,2018-11-25 06:46:31.238519,verified,2021-04-11 06:46:31.238519,none,retail
CUST100071,Whitney Peters,1992-09-01,2026-07-23 02:03:36.521619,verified,2027-08-05 02:03:36.521619,none,sme
CUST100072,Brittney Phillips,1964-06-24,2020-02-05 01:22:17.221074,pending,2021-01-16 01:22:17.221074,none,retail
CUST100073,Lauren Daniels,1967-05-29,2019-11-20 01:41:03.295437,verified,2020-06-02 01:41:03.295437,none,sme
CUST100074,Amy Silva,1999-12-03,2018-03-02 12:54:59.345652,verified,2020-07-07 12:54:59.345652,none,retail
CUST100075,Sarah Moore,1958-07-29,2026-07-03 02:05:54.989844,verified,2027-03-21 02:05:54.989844,none,premium
CUST100076,Angela Lopez,1963-05-26,2018-12-10 22:42:19.972056,verified,2018-10-05 22:42:19.972056,none,premium
CUST100077,Megan Young,1970-11-09,2023-02-07 06:29:00.433764,verified,2024-04-02 06:29:00.433764,none,retail
CUST100078,Steve Sanchez,1991-01-19,2017-01-22 10:20:53.502492,verified,2018-04-16 10:20:53.502492,none,premium
CUST100079,Lisa Barnes,1966-10-25,2017-04-21 13:22:50.799462,verified,2019-01-01 13:22:50.799462,none,premium
CUST100080,Kelly Donovan,1958-04-07,2023-10-20 10:14:47.920193,verified,2024-09-30 10:14:47.920193,none,retail
CUST100081,Mike Allen,1980-04-21,2022-12-26 17:29:13.306073,verified,2023-04-12 17:29:13.306073,none,retail
CUST100082,Michael Evans,1958-08-29,2023-06-08 21:54:07.051948,verified,2022-11-22 21:54:07.051948,none,retail
CUST100083,Paul Jones,1970-09-25,2018-12-12 19:27:51.754471,verified,2021-05-15 19:27:51.754471,none,corporate
CUST100084,Zachary Ferrell,1945-12-16,2026-06-24 20:38:15.120124,verified,2026-07-06 20:38:15.120124,watchlist,premium
CUST100085,Daniel Baker,1964-09-04,2022-03-21 12:15:47.524214,verified,2022-09-23 12:15:47.524214,none,sme
CUST100086,Shirley Suarez,1983-05-13,2026-04-29 21:09:02.644570,verified,2026-03-28 21:09:02.644570,none,premium
CUST100087,Christopher Bass,1990-11-02,2018-04-13 01:24:01.250539,verified,2018-06-10 01:24:01.250539,none,sme
CUST100088,Lisa Archer,1959-05-05,2020-09-08 04:59:40.825896,verified,2020-04-27 04:59:40.825896,none,retail
CUST100089,Aimee Montoya,1970-10-13,2019-12-29 21:59:42.039361,verified,2020-06-20 21:59:42.039361,none,retail
CUST100090,Matthew Mcmillan,1957-10-27,2024-03-08 06:26:30.412293,verified,2026-06-28 06:26:30.412293,none,premium
CUST100091,Brian Rodriguez,1962-05-17,2024-02-09 21:18:57.918022,verified,2024-03-26 21:18:57.918022,none,retail
CUST100092,Denise Jacobs,1943-02-02,2021-07-02 09:33:33.277559,verified,2023-11-10 09:33:33.277559,none,retail
CUST100093,Christina Walters,1984-01-21,2016-10-19 22:10:39.422415,verified,2018-02-28 22:10:39.422415,none,premium
CUST100094,John Whitehead,1957-11-07,2018-05-23 07:48:54.673714,verified,2020-07-11 07:48:54.673714,none,sme
CUST100095,Anna Henderson,1993-04-24,2017-02-21 10:03:57.826065,verified,2018-06-18 10:03:57.826065,none,premium
CUST100096,Aaron Wise,1957-01-17,2025-02-06 18:08:52.499638,verified,2027-07-13 18:08:52.499638,none,retail
CUST100097,Deborah Figueroa,1974-04-22,2019-07-15 09:02:05.199609,verified,2020-08-24 09:02:05.199609,none,corporate
CUST100098,Jessica Smith,1981-06-21,2017-10-26 07:11:34.257168,verified,2019-10-09 07:11:34.257168,none,retail
CUST100099,Stephen Mckee,1941-01-05,2020-03-06 08:59:56.622842,expired,2019-09-28 08:59:56.622842,none,retail
CUST100100,Sandra Aguilar,1989-12-07,2017-05-31 00:41:20.949307,rejected,2019-09-03 00:41:20.949307,none,corporate
CUST100101,Cameron Parker,1986-10-27,2026-06-02 20:23:32.805292,verified,2025-12-04 20:23:32.805292,none,sme
CUST100102,Rebecca Valencia,1991-07-02,2019-10-15 11:07:55.086365,verified,2019-11-01 11:07:55.086365,none,corporate
CUST100103,Christine Wright,1982-03-11,2025-12-17 18:14:57.199104,expired,2027-08-21 18:14:57.199104,none,sme
CUST100104,Richard Henson,1962-01-16,2023-06-18 06:38:52.190885,verified,2023-09-08 06:38:52.190885,none,premium
CUST100105,Marc Moore,1956-01-26,2022-04-18 17:23:07.910317,verified,2021-11-15 17:23:07.910317,none,retail
CUST100106,Sharon Cherry,1983-01-18,2021-05-23 02:07:30.071987,verified,2023-06-10 02:07:30.071987,none,retail
CUST100107,Sierra Johnson,1963-04-06,2023-07-05 06:00:00.840289,verified,2024-07-02 06:00:00.840289,none,corporate
CUST100108,Evelyn Galvan,1942-06-21,2023-07-01 05:14:54.998301,verified,2024-05-23 05:14:54.998301,none,sme
CUST100109,Sharon Cochran,1970-08-14,2016-09-29 09:23:32.701865,rejected,2017-02-23 09:23:32.701865,none,retail
CUST100110,Richard Rodriguez,1996-01-14,2025-09-16 12:04:09.474203,verified,2027-04-27 12:04:09.474203,none,retail
CUST100111,Shannon Walker,1959-08-26,2020-04-25 16:45:52.229692,verified,2020-09-17 16:45:52.229692,none,retail
CUST100112,Julia Torres,1999-08-02,2020-03-03 02:14:48.812098,verified,2021-04-25 02:14:48.812098,none,retail
CUST100113,Crystal Johnson,1942-11-06,2020-09-13 15:34:24.495950,verified,2020-07-18 15:34:24.495950,none,sme
CUST100114,Garrett Lin,2006-06-13,2023-06-27 14:19:37.047847,verified,2023-11-10 14:19:37.047847,none,retail
CUST100115,Diana May,1976-05-01,2020-05-25 02:07:45.308235,pending,2019-12-07 02:07:45.308235,none,retail
CUST100116,William Herrera,1966-02-08,2020-05-17 02:37:44.685612,verified,2020-09-07 02:37:44.685612,none,corporate
CUST100117,Ashley Waller,1976-10-25,2017-04-10 14:00:01.074026,verified,2017-11-15 14:00:01.074026,none,retail
CUST100118,Victor Baker,1954-02-23,2020-10-20 07:48:37.453870,verified,2022-07-04 07:48:37.453870,none,retail
CUST100119,Jeffrey Chandler,1976-12-03,2018-02-18 10:43:37.580102,verified,2020-01-23 10:43:37.580102,none,retail
CUST100120,Larry Dixon,2003-07-13,2025-03-10 01:05:04.248742,verified,2026-03-30 01:05:04.248742,none,retail
CUST100121,Kenneth Scott,1980-02-06,2019-12-25 15:08:33.439508,verified,2022-03-22 15:08:33.439508,none,retail
CUST100122,April Frost,1953-04-26,2026-03-29 04:55:23.709536,verified,2026-10-10 04:55:23.709536,none,retail
CUST100123,Michelle Harmon,1981-12-03,2023-06-24 20:13:27.670102,verified,2024-06-01 20:13:27.670102,pep,retail
CUST100124,Helen Jones,1957-06-23,2024-03-12 04:43:36.530536,verified,2025-07-03 04:43:36.530536,none,retail
CUST100125,Erin Edwards,1981-06-28,2026-02-09 08:15:26.865097,verified,2026-02-03 08:15:26.865097,none,retail
CUST100126,Michelle Evans,1961-03-27,2019-01-10 20:57:03.784177,verified,2019-09-28 20:57:03.784177,none,retail
CUST100127,Jason Powell,1990-12-23,2022-04-23 01:04:26.262372,verified,2024-06-20 01:04:26.262372,none,corporate
CUST100128,Cameron Fisher,1943-07-21,2017-01-17 14:36:10.995897,verified,2017-12-05 14:36:10.995897,none,retail
CUST100129,Megan Orr,2003-02-11,2017-08-24 16:02:34.283068,verified,2019-11-26 16:02:34.283068,none,retail
CUST100130,Elizabeth Kelley,1995-10-24,2020-04-20 16:12:57.971472,verified,2021-10-17 16:12:57.971472,none,sme
CUST100131,Dustin Jordan,1942-08-14,2023-06-17 10:46:55.453187,rejected,2023-06-03 10:46:55.453187,none,retail
CUST100132,Mary Marshall,1955-09-10,2024-12-12 20:23:56.127362,verified,2025-10-11 20:23:56.127362,none,retail
CUST100133,Daniel Kennedy,1954-11-06,2019-03-15 14:51:15.968941,verified,2019-10-03 14:51:15.968941,none,sme
CUST100134,Rebecca Jackson,2006-06-07,2024-02-15 09:11:09.821497,verified,2026-06-08 09:11:09.821497,none,premium
CUST100135,Jose Schultz,2000-03-02,2018-11-18 10:31:20.656814,verified,2019-05-06 10:31:20.656814,none,retail
CUST100136,Robert Potter,1946-07-29,2016-09-13 02:19:32.740478,expired,2017-08-12 02:19:32.740478,none,premium
CUST100137,Courtney Gonzalez,1940-09-21,2017-03-08 13:16:30.264684,verified,2018-09-18 13:16:30.264684,none,premium
CUST100138,David Alvarez,2000-06-20,2022-06-28 16:52:55.023002,verified,2024-11-02 16:52:55.023002,none,retail
CUST100139,Angel Perry,1955-06-27,2021-08-10 02:11:36.588320,verified,2022-09-14 02:11:36.588320,none,retail
CUST100140,Cheyenne Horton,1995-10-08,2019-05-05 18:45:35.140133,verified,2021-05-06 18:45:35.140133,none,retail
CUST100141,David Douglas Jr.,1988-09-04,2016-09-14 21:26:06.954004,verified,2016-07-04 21:26:06.954004,none,sme
CUST100142,Patricia Rodriguez,1997-08-25,2022-04-25 16:04:27.646377,rejected,2024-06-13 16:04:27.646377,none,retail
CUST100143,Christopher Rubio,1962-01-01,2024-10-22 10:43:07.777177,verified,2024-11-19 10:43:07.777177,none,retail
CUST100144,Amber Wright,1943-10-03,2017-04-29 02:53:10.424464,verified,2019-01-28 02:53:10.424464,none,retail
CUST100145,Joyce Solis,1990-10-29,2023-12-31 09:29:13.490592,verified,2025-01-21 09:29:13.490592,none,sme
CUST100146,Victoria Larson,1950-03-26,2022-12-24 10:42:10.474579,verified,2024-04-01 10:42:10.474579,none,retail
CUST100147,Stephanie Salazar,1965-03-07,2021-06-06 03:58:24.709032,verified,2021-02-27 03:58:24.709032,pep,retail
CUST100148,Kathy Rivas,1956-04-21,2017-02-14 09:32:33.012178,verified,2018-03-06 09:32:33.012178,none,retail
CUST100149,Stephanie Manning,1976-11-16,2025-11-13 02:41:25.303098,verified,2025-07-31 02:41:25.303098,none,premium
CUST100150,David Wright,1983-08-03,2021-05-30 04:22:19.366494,pending,2022-07-10 04:22:19.366494,none,retail
CUST100151,Pamela Boyd,1970-01-01,2020-08-19 03:58:45.142076,pending,2021-04-23 03:58:45.142076,none,sme
CUST100152,Denise Jones,1954-05-18,2025-03-31 12:34:11.327648,verified,2025-04-21 12:34:11.327648,none,retail
CUST100153,Devon Flores,1960-06-12,2025-02-01 12:21:32.333327,verified,2026-01-07 12:21:32.333327,none,retail
CUST100154,Brenda Hall,1967-06-19,2023-11-27 18:36:18.791748,verified,2024-01-01 18:36:18.791748,none,retail
CUST100155,Michelle Brown,1959-10-02,2024-12-04 08:01:47.504824,verified,2024-08-17 08:01:47.504824,none,retail
CUST100156,Joshua Perry,1969-09-03,2017-11-18 16:11:27.782023,verified,2017-06-08 16:11:27.782023,watchlist,retail
CUST100157,Jason Stein,1987-09-01,2024-03-29 13:56:26.346178,verified,2024-09-20 13:56:26.346178,none,sme
CUST100158,Melissa Gates,2008-06-26,2019-12-01 23:54:46.265105,verified,2021-08-12 23:54:46.265105,none,retail
CUST100159,Jamie Smith,2005-07-02,2025-04-22 11:43:26.518000,verified,2026-06-30 11:43:26.518000,none,premium
CUST100160,Paul Castaneda,1967-06-08,2020-05-03 23:23:27.114955,verified,2020-03-01 23:23:27.114955,none,retail
CUST100161,Jennifer Adkins,1970-01-01,2017-03-08 03:43:22.479124,rejected,2017-12-21 03:43:22.479124,none,premium
CUST100162,Lindsey Walker,1943-03-05,2026-11-03 00:00:00.000000,verified,2028-01-17 00:00:00.000000,none,retail
CUST100163,Jeffrey Johnson,1955-06-27,2024-03-14 11:30:20.245851,verified,2024-05-10 11:30:20.245851,watchlist,retail
CUST100164,Michael Powell,1998-12-02,2021-08-23 21:37:34.220394,verified,2021-07-05 21:37:34.220394,none,retail
CUST100165,John Anderson,1949-12-01,2024-04-08 12:00:12.458096,verified,2024-06-20 12:00:12.458096,none,corporate
CUST100166,Alyssa Long,1973-08-30,2016-12-28 17:07:59.268325,pending,2016-08-23 17:07:59.268325,none,sme
CUST100167,Alyssa Day,1996-07-18,2018-05-30 11:19:56.260429,verified,2018-08-04 11:19:56.260429,none,sme
CUST100168,Joel Williams,1979-06-03,2022-04-09 14:31:41.408413,verified,2023-04-30 14:31:41.408413,none,sme
CUST100169,Daniel Murphy,1972-11-26,2020-06-28 00:14:14.305057,expired,2022-05-10 00:14:14.305057,none,retail
CUST100170,Jamie Walton,1948-03-19,2023-06-08 23:04:15.339581,verified,2025-07-07 23:04:15.339581,none,retail
CUST100171,Darlene Miller,1981-01-25,2026-04-04 08:38:58.271115,verified,2027-09-26 08:38:58.271115,none,retail
CUST100172,Joshua Cooke,1993-11-06,2023-03-26 20:04:15.853110,verified,2023-10-03 20:04:15.853110,none,sme
CUST100173,Matthew Harrington,1988-10-29,2020-10-22 22:58:22.376059,rejected,2023-01-27 22:58:22.376059,none,retail
CUST100174,Nicole Herring,1992-03-04,2022-01-22 02:04:16.605098,verified,2024-04-12 02:04:16.605098,none,retail
CUST100175,Alex Hernandez,1959-12-04,2025-10-04 21:41:31.059686,verified,2026-04-15 21:41:31.059686,none,premium
CUST100176,Michael Elliott,1996-02-07,2023-05-13 17:42:22.556484,verified,2022-11-05 17:42:22.556484,none,retail
CUST100177,Michael Wang,1944-04-06,2024-08-30 19:14:51.703262,expired,2025-06-03 19:14:51.703262,none,premium
CUST100178,Lawrence Adkins,1946-09-03,2019-08-27 05:46:34.303713,pending,2020-07-04 05:46:34.303713,none,retail
CUST100179,Robert Oconnell,1952-10-22,2024-01-29 00:40:10.672567,verified,2025-07-26 00:40:10.672567,none,premium
CUST100180,Alexander Collins,1973-11-26,2018-01-12 18:50:29.764708,pending,2017-12-04 18:50:29.764708,none,sme
CUST100181,Tina Sanders,1943-09-09,2024-02-17 22:20:57.776292,pending,2025-03-22 22:20:57.776292,none,premium
CUST100182,Angela Vaughn,1995-04-27,2025-06-12 19:22:31.163754,verified,2025-11-06 19:22:31.163754,none,retail
CUST100183,Ashley Barton,1948-02-16,2025-08-19 22:45:30.724814,verified,2026-07-29 22:45:30.724814,none,retail
CUST100184,Lindsay Martinez,2000-01-21,2017-10-21 10:29:28.272288,verified,2017-04-30 10:29:28.272288,none,retail
CUST100185,Dr. Hannah Patterson,1962-12-07,2024-12-06 05:45:02.290310,verified,2025-12-22 05:45:02.290310,none,retail
CUST100186,Jonathan Peterson,1967-04-10,2017-09-27 03:48:03.304561,verified,2017-04-18 03:48:03.304561,none,premium
CUST100187,Samantha Garcia,2007-01-20,2021-06-02 16:05:29.690488,verified,2023-06-10 16:05:29.690488,none,retail
CUST100188,Madison Poole,1958-06-23,2023-06-17 12:30:19.741664,verified,2025-01-21 12:30:19.741664,none,retail
CUST100189,Jessica Gross,2000-07-21,2021-06-24 00:36:00.683111,verified,2023-09-14 00:36:00.683111,none,retail
CUST100190,Debra Morton,1972-12-26,2020-01-14 07:55:23.963361,rejected,2021-06-16 07:55:23.963361,none,corporate
CUST100191,Karen Graham,1983-09-26,2023-06-22 06:19:18.079885,verified,2025-11-14 06:19:18.079885,none,retail
CUST100192,Debra Christian,1954-05-20,2023-03-30 13:07:10.591541,verified,2023-04-28 13:07:10.591541,none,retail
CUST100193,Angelica Keith,1953-12-25,2022-06-18 23:24:25.807607,pending,2021-12-06 23:24:25.807607,none,retail
CUST100194,John Bishop,1956-09-07,2021-12-02 05:40:07.487353,verified,2024-02-01 05:40:07.487353,none,retail
CUST100195,Allen Rosales,1997-05-20,2023-09-10 05:52:38.659936,verified,2025-02-16 05:52:38.659936,none,sme
CUST100196,Daniel Salinas,1969-09-05,2020-08-31 16:22:23.799576,verified,2022-03-10 16:22:23.799576,none,retail
CUST100197,Spencer Haynes,1958-07-23,2017-04-29 22:26:53.031419,pending,2017-08-26 22:26:53.031419,none,premium
CUST100198,Adam Vaughan,1955-04-03,2022-01-04 04:06:58.264224,verified,2022-06-22 04:06:58.264224,none,premium
CUST100199,Nathan Freeman,1962-06-29,2023-11-13 21:20:36.395902,verified,2025-05-12 21:20:36.395902,none,sme
CUST100200,Melissa Brewer,1999-04-07,2019-08-18 15:13:41.049785,verified,2020-04-22 15:13:41.049785,none,premium
CUST100201,Ricky Davis II,1965-11-16,2018-01-17 14:25:18.024213,expired,2017-09-22 14:25:18.024213,none,sme
CUST100202,Elizabeth Perkins,1988-08-18,2025-10-01 07:24:15.911790,verified,2026-01-30 07:24:15.911790,none,retail
CUST100203,Joseph Coleman,1972-10-20,2025-04-08 19:44:26.303326,verified,2025-11-16 19:44:26.303326,none,retail
CUST100204,Erin Warner,1980-10-03,2022-10-26 15:59:42.679164,verified,2024-10-08 15:59:42.679164,none,premium
CUST100205,David Martinez,1998-10-10,2024-07-01 07:54:29.134037,verified,2024-12-26 07:54:29.134037,none,premium
CUST100206,Bryan Herrera,1942-03-12,2026-04-27 04:05:39.288065,verified,2027-04-05 04:05:39.288065,none,retail
CUST100207,Cathy Robinson,1995-08-14,2022-04-30 05:25:28.186082,verified,2023-07-31 05:25:28.186082,none,retail
CUST100208,Dr. William Warren,1964-01-09,2019-01-30 00:27:18.758014,verified,2018-12-09 00:27:18.758014,none,retail
CUST100209,Brian Lee,1992-02-20,2023-01-09 00:35:55.978385,verified,2024-03-24 00:35:55.978385,none,retail
CUST100210,Christopher Smith,1984-03-30,2025-10-11 08:27:20.801424,verified,2025-11-01 08:27:20.801424,none,retail
CUST100211,Denise Mccann,1953-02-08,2023-07-15 08:25:07.988424,verified,2025-08-18 08:25:07.988424,none,retail
CUST100212,Melissa Martinez,1942-10-16,2016-11-25 18:01:42.583080,verified,2017-03-31 18:01:42.583080,watchlist,retail
CUST100213,Katherine Salas,1992-05-08,2025-10-20 14:48:17.697109,verified,2026-03-03 14:48:17.697109,none,premium
CUST100214,Julie Alexander,1942-08-10,2026-10-11 00:00:00.000000,verified,2027-06-11 00:00:00.000000,none,premium
CUST100215,Anthony Everett,1968-01-27,2020-08-27 06:45:10.185446,verified,2021-03-11 06:45:10.185446,none,premium
CUST100216,Rodney Morales,1976-07-12,2026-07-04 08:35:22.925882,verified,2027-09-28 08:35:22.925882,none,premium
CUST100217,Mark Brown,1963-05-10,2023-11-07 09:47:21.308661,verified,2025-06-24 09:47:21.308661,none,retail
CUST100218,Justin Torres,1992-01-22,2024-11-20 00:49:41.458233,rejected,2027-03-30 00:49:41.458233,none,retail
CUST100219,Bailey Duran DDS,1944-09-29,2026-01-23 14:45:16.534309,verified,2028-03-09 14:45:16.534309,pep,premium
CUST100220,Courtney Mills,1946-06-06,2017-01-13 10:07:25.055083,verified,2017-04-11 10:07:25.055083,none,sme
CUST100221,Jeremy Dalton,1998-03-04,2024-05-17 20:35:32.140882,verified,2025-08-24 20:35:32.140882,none,premium
CUST100222,Elizabeth Oliver DDS,1988-03-16,2020-07-01 18:40:31.522422,verified,2020-12-09 18:40:31.522422,none,premium
CUST100223,Theresa Clark,1986-11-21,2025-04-28 06:06:47.986643,expired,2027-03-15 06:06:47.986643,none,premium
CUST100224,Matthew Moore,1948-10-11,2025-06-03 02:11:00.525152,verified,2024-12-11 02:11:00.525152,none,premium
CUST100225,Benjamin Smith,1951-07-05,2024-12-01 15:05:28.221878,rejected,2027-05-14 15:05:28.221878,none,premium
